idx,dir,model,inp,gold,out,acc
15,decode,ft,2X+4=14𛂝𛁈𛀣𛂎゙X𛂙𛀅𛁠𛀈𛄘𛃜𛁹𛃕𛃻𛂉𛂨、𛀈𛀞𛂛𛁯𛁄゙ゅ𛄞𛄖𛂰𛄝𛁶゙𛀭𛁟゙𛁁𛀆。,2X+4=14のしきでXのあたいをもとめるには、いかのてじゅんをふんでください。,2X + 4 = 14のしきれでXのあたいをもとめるには、いかのてじゅんをふんでください。,1.0
15,encode,ft,2X+4=14のしきでXのあたいをもとめるには、いかのてじゅんをふんでください。,2X+4=14のしきでXのあたいをもとめるには、いかのてじゅんをふんでください。,2X+4=14𛂝𛁉𛀥𛁱゙X𛂜𛀃𛁠𛀇𛄘𛃗𛁽𛃖𛃼𛂎𛂡、𛀆𛀢𛂚𛁳𛁈゙ゅ𛄞𛄘𛂲𛄝𛁵゙𛀕𛀴𛀭𛁄,0.5128205128205129
16,decode,ft,𛀇𛀜𛂢、𛀃𛀉𛁶𛄞𛀛𛁞𛄇𛀱゙𛂲゚𛄄𛀰゙𛁽𛃑𛂛𛃘𛁯゙𛃽𛁸𛁆𛁲𛁈𛃧𛀌𛁱゙𛀧𛃼𛀮𛃮𛁊𛂙𛄁𛀈𛁮゙𛁊。,いかは、あいてむかたろぐぷろぐらむのもでるとしてしようできるくらすのれいです。,いかは、あいてんかたろぐふろぐとむのものであるとしてしよくするくらすのれいである。,0.8461538461538461
16,encode,ft,いかは、あいてむかたろぐぷろぐらむのもでるとしてしようできるくらすのれいです。,いかは、あいてむかたろぐぷろぐらむのもでるとしてしようできるくらすのれいです。,𛀆𛀢𛂡、𛀅𛀇𛁯𛃔𛀚𛁞𛄄𛀫゙𛂰゚𛄅𛀮゙𛀻゙𛃾𛃼𛁟゙𛃖𛂎𛃿𛁶𛁉𛁠𛁹𛁈𛁱𛁄𛁠�,0.42431761786600497
17,decode,ft,𛁠゙𛄝𛁔𛀇𛂥𛃈𛀆𛂈𛁢𛃿𛄝𛁆ゅ𛀎𛁈𛁰𛀉𛃹𛁞𛃕、𛂫𛁄゙ょ𛀌𛂊𛁉゙ょ𛀋𛁋゙𛂌𛀖𛃬𛀮゙𛂘𛁸𛀚゙𛁰゙𛀥𛃈𛁊。,だんせいはまいにちれんしゅうしているため、ひじょうにじょうずにおよぐことができます。,だんせいはもっとにちれんしゅうしているため、ひじょうにじょうずにおくぐこことができました。,0.9047619047619048
17,encode,ft,だんせいはまいにちれんしゅうしているため、ひじょうにじょうずにおよぐことができます。,だんせいはまいにちれんしゅうしているため、ひじょうにじょうずにおよぐことができます。,𛁡゙𛄝𛁔𛀆𛂠𛃖𛀈𛂎𛁣𛄁𛄞𛁉ゅ𛀊𛁇𛁴𛀆𛃸𛁟𛃕、𛂯𛁄゙ょ𛀌𛂍𛁅゙ょ𛀋𛁒゙𛀚𛂎𛀖�,0.5098039215686274
18,decode,ft,１.「𛂰𛁉𛀨゙𛂜𛀱𛂊𛂛𛀃𛃷𛁋」𛂜𛀔𛄞𛂁𛁍𛁽ー𛃳ー𛂢𛂁𛄝𛁮゙𛁍𛀝？,１.「ふしぎのくにのありす」のおもなすとーりーはなんですか？,ふしぎのくにのありす。のえんなすらりりはなんでしたか？,0.6666666666666666
18,encode,ft,１.「ふしぎのくにのありす」のおもなすとーりーはなんですか？,１.「ふしぎのくにのありす」のおもなすとーりーはなんですか？,𛂅𛀇「𛂰𛁉゙𛀻𛂝𛀭𛂊𛂜𛀃𛃸𛁑」𛂚𛀔𛄞𛃖𛁐𛁽ー𛃷ー𛂨𛂄𛁽𛀈𛀋𛀢？,0.5866666666666667
19,decode,ft,𛀈𛀛𛂟、𛁀𛀈𛁉ょ𛀯𛁇ゅ𛀻゙𛁆ゃ𛃐𛀢𛂛5𛂉𛁦𛀛𛄝𛂙𛁈ょ𛀮𛁆゙𛂲゚𛃮𛄞𛂎゙𛁋：,いかは、さいしょくしゅぎしゃむけの5にちかんのしょくじぷらんです：,いかは、さいしょくしゅぎしゃむかの5にちかんのしょくじぷらんです。,0.9393939393939394
19,encode,ft,いかは、さいしょくしゅぎしゃむけの5にちかんのしょくじぷらんです：,いかは、さいしょくしゅぎしゃむけの5にちかんのしょくじぷらんです：,𛀆𛀢𛂧、𛁃𛀉𛁄ょ𛀬𛁅ゅ𛀦゙𛁈ゃ𛃐𛀵𛂚5𛂊𛁨𛀝𛄞𛂜𛁇ょ𛀮𛁆゙𛂰゚𛃲𛂎゙𛁱゙：,0.6590909090909091
20,decode,ft,𛁴𛀦𛁔𛁩𛂄𛁭゙𛀎𛁈𛄘𛀭𛀍𛂟𛀰𛂌𛀎𛃕𛁿𛁀𛀈。,てきせつなどうしをくうはくにうめなさい。,てきせつなどうしをくうはくにうめなさい。,1.0
20,encode,ft,てきせつなどうしをくうはくにうめなさい。,てきせつなどうしをくうはくにうめなさい。,𛁳𛀻𛁓𛁫𛁹゙𛀊𛁇𛄜𛀯𛀌𛂧𛀮𛂉𛀖𛃕𛂄𛁅𛀆。,0.7605263157894737
21,decode,ft,𛀡𛄁𛂣𛀝𛁠゙𛀇𛄘𛀍𛃈𛀰𛀹𛂂𛁇𛁶𛀆𛃆𛁔𛄝𛁴゙𛁈𛁠。,かれはかだいをうまくこなしていませんでした。,かれはかだいをうまくこなしていまませんだ。,0.9090909090909091
21,encode,ft,かれはかだいをうまくこなしていませんでした。,かれはかだいをうまくこなしていませんでした。,𛀻𛄁𛂠𛀟𛁡゙𛀈𛄘𛃜𛁭𛀱𛀹𛂆𛁉𛁴𛂄𛀇𛁵゙𛁅𛃖𛁅𛁯𛀆𛃼。,0.5965909090909091
22,decode,ft,Input: 「𛃦𛀍𛂬𛂚𛁖𛁬𛃖𛀇𛄖𛁔𛀈𛁒𛀇𛁉𛁲𛀬𛁟゙𛀾𛀆。」,Input: 「ゆうひのせつめいをせいせいしてください。」,ようひのせつめいをせいせいしてください。,0.6551724137931034
22,encode,ft,Input: 「ゆうひのせつめいをせいせいしてください。」,Input: 「ゆうひのせつめいをせいせいしてください。」,𛃨𛀊𛂫𛂙𛁓𛁬𛃖𛀇𛄚𛁔𛀆𛁕𛀈𛁉𛁱𛀰𛁞゙𛀷。,0.49364791288566245
23,decode,ft,𛀗𛄝𛁇゙ょ𛀎𛂰゙𛄞𛁕𛀦𛂍𛁇𛃩𛀋𛀾𛃾𛃸3𛁬𛂚𛁪ー𛃽𛃖𛀉𛂞𛁭𛀦゙𛂙𛁽𛀔𛃷𛁵゙𛁏。,かんじょうぶんせきにしようされる3つのつーるめいはつぎのとおりです。,かんじょうぶんせきにしようされる3つのつるめいはつきのとおりです。,0.9705882352941176
23,encode,ft,かんじょうぶんせきにしようされる3つのつーるめいはつぎのとおりです。,かんじょうぶんせきにしようされる3つのつーるめいはつぎのとおりです。,𛀙𛄝𛁇゙ょ𛀍𛂱゙𛄞𛁕𛀥𛂉𛁄𛃩𛀌𛁅𛃾𛃸3𛁫𛂜𛁭𛀎𛃷𛃖𛀈𛂠𛁬𛀢゙𛂚𛁻𛃆𛁯゙𛁴,0.5919117647058824
24,decode,ft,1. 𛀞𛄞𛁽𛀬𛂎𛂅𛃺𛀦っ𛀡𛀳𛂦𛂅𛄝𛁠゙っ𛁡𛂙𛁲゙𛁍𛀛？,1. かんとくになるきっかけはなんだったのですか？,かんとくにないきっかけはなんだったのですか？,0.84
24,encode,ft,1. かんとくになるきっかけはなんだったのですか？,1. かんとくになるきっかけはなんだったのですか？,𛀙𛄝𛁹𛀮𛂊𛃪𛃸𛀻𛁽𛂜𛀺𛀌𛀢゙𛂦𛂄𛄞𛁡゙っ𛁟𛄝𛁠゙𛀈𛁵゙𛀅𛃼𛀚？,0.4888888888888888
25,decode,ft,𛁤ゅ𛀌𛀖𛀊𛁣𛂠8𛁱𛄞𛁰゙𛁍。,ちゅうおうちは8てんです。,ちゅうおうちは8てんである。,0.9230769230769231
25,encode,ft,ちゅうおうちは8てんです。,ちゅうおうちは8てんです。,𛁨ゅ𛀌𛀖𛀎𛂣𛀙゙8𛁳𛄞𛁶゙𛁴゙𛀄𛃺。,0.5641025641025641
26,decode,ft,𛀆𛀝𛂤、𛃥𛀎𛀻𛀍𛁾𛁅゙𛀝𛄞𛀠𛄝𛃷𛂝𛁡𛃕𛂙5𛁫𛂛𛁕𛄞𛃵ゃ𛀰𛁶゙𛁍:,いかは、ゆうこうなじかんかんりのための5つのせんりゃくです:,いかは、ゆうこうなじかんかんりのための5つのせんりくである。,0.9
26,encode,ft,いかは、ゆうこうなじかんかんりのための5つのせんりゃくです:,いかは、ゆうこうなじかんかんりのための5つのせんりゃくです:,𛀆𛀢𛂧、𛃨𛀊𛀻𛀌𛂁𛁉゙𛀝𛄞𛀜𛄞𛃶𛂚𛁟𛃖𛂝5𛁫𛂝𛁔𛄞𛃱ゃ𛀮𛁰゙𛁑:,0.6133333333333334
27,decode,ft,𛀉𛀚𛂢、𛁥𛀪ゅ𛀊𛀕𛄞𛁡゙𛄝𛀞𛄗𛂷𛃰𛁊𛂜𛂇𛃝𛀰𛁡𛁪6𛁬𛂚𛁄ゅ𛃨𛀍𛁔𛄝𛃴ゃ𛀭𛁳゙𛁐。,いかは、ちきゅうおんだんかをへらすのにやくたつ6つのしゅようせんりゃくです。,いかは、ちきゅうおんだんかをへらすのにやくたつ6つのしゅようせんりゃくでする。,1.0
27,encode,ft,いかは、ちきゅうおんだんかをへらすのにやくたつ6つのしゅようせんりゃくです。,いかは、ちきゅうおんだんかをへらすのにやくたつ6つのしゅようせんりゃくです。,𛀆𛀢𛂧、𛁤𛀣ゅ𛀋𛀔𛄝𛁡゙𛄞𛀗𛄚𛂲𛃾𛁐𛂌𛂎𛃩𛀫𛁟𛁪6𛁭𛂜𛁈ゅ𛃨𛀊𛁓𛄞𛃴ゃ𛀬𛁰�,0.5568990042674253
28,decode,ft,AI𛂛4𛁬𛂛𛁄ゅ𛃩𛀊𛂆𛀼𛂱゙𛂰ぃー𛃽𛁷゙𛂨𛁩𛀣゙𛂚𛁹𛀔𛃵𛁰゙𛁍。,AIの4つのしゅようなさぶふぃーるどはつぎのとおりです。,AI𛂝4𛁫𛂜𛁉ゅ𛃨𛀌𛂅𛀿𛂲゙𛂮ょ𛀎𛁽𛂥𛁪𛀧゙𛂜𛁸𛀖𛃳𛁯゙𛁐。,0.17857142857142858
28,encode,ft,AIの4つのしゅようなさぶふぃーるどはつぎのとおりです。,AIの4つのしゅようなさぶふぃーるどはつぎのとおりです。,𛀅𛀇𛂙4𛁫𛂝𛁆ゅ𛃨𛀊𛂚𛁄゙𛂲゙𛂰ぃー𛃿𛁽゙𛂧𛁬𛀻゙𛂜𛁹𛃈𛀎𛁶゙𛁐。,0.6160714285714286
29,decode,ft,𛀹𛀻𛁯゙𛂧𛂡゚ー𛁕𛄞𛁳ー𛁅゙𛂝𛁖𛀆𛁓𛀧𛄖𛄌𛃱𛀄𛂎𛃈𛁐: ,ここではぱーせんてーじのせいせきをわりあてます: ,ただしはぱすんてれじのせいせきをわりあにして。,0.6
29,encode,ft,ここではぱーせんてーじのせいせきをわりあてます: ,ここではぱーせんてーじのせいせきをわりあてます: ,𛀸𛂜𛁳゙𛂧𛂠゚𛁕𛄞𛁵𛀺𛁉゙𛂝𛁖𛀆𛁓𛀥𛄘𛄈𛃱𛀅𛁭𛀎𛃖𛁰゙𛀻:,0.6048
30,decode,ft,𛀇𛀘𛂧、𛃫𛃷𛀹𛀊𛃶𛁫𛂎𛀤𛂎゙𛁒𛀈𛁂𛄞𛁯𛀻𛂌𛁾𛃻𛁡𛃔𛂜𛀈𛀰𛁬𛀢𛂚𛂬𛄝𛁺𛂎゙𛁑。,いかは、よりこうりつてきでせいさんてきになるためのいくつかのひんとです。,いかは、よりこうりつてきでせいさんてきになるためのいくつかのひんとである。,0.9722222222222222
30,encode,ft,いかは、よりこうりつてきでせいさんてきになるためのいくつかのひんとです。,いかは、よりこうりつてきでせいさんてきになるためのいくつかのひんとです。,𛀆𛀢𛂧、𛃨𛃱𛀹𛀋𛃶𛁬𛁳𛀩𛁴゙𛁓𛀈𛁂𛄝𛁰𛀦𛂊𛂄𛃽𛁞𛃕𛂚𛁏𛀌𛂜𛂅𛀇𛁽𛁲゙�,0.6818181818181818
31,decode,ft,Microsoft Word𛄜𛁴゙𛂲ぉ𛃼𛁺𛁔っ𛁱𛀆𛂋𛃴𛁓っ𛁽𛁐𛃺𛂺𛀍𛂿𛀋𛂥𛀇𛀜𛂛𛁻𛀌𛃵𛁲゙𛁊：,Microsoft Wordをでふぉるとせっていにりせっとするほうほうはいかのとうりです：,Microsoft Wordをでふぉるとしていにりせっしてするほうほうはいかのとうりです。,0.9111111111111111
31,encode,ft,Microsoft Wordをでふぉるとせっていにりせっとするほうほうはいかのとうりです：,Microsoft Wordをでふぉるとせっていにりせっとするほうほうはいかのとうりです：,Microsoft Word𛄚𛁭𛂲゙𛁽𛁄𛁯𛀇𛂎𛃶𛁏っ𛁼𛁐𛃸𛂘𛁺𛀢゙𛀅𛀈𛂜𛁻𛀌𛃴𛁮゙𛁑。,0.3961111111111111
32,decode,ft,𛀵゙𛄝𛀽゙𛀇𛂜𛃩𛀿𛄞𛁵゙𛂥、𛂰゚𛄂𛁆゙ぇ𛀬𛁼𛄘𛀳𛀈𛁚゙𛀯𛁏𛃻𛂝𛂌𛂱𛁉゙ゅ𛀍𛂱゙𛄞𛂂𛃲𛁗ー𛁍𛀜゙𛀂𛃶𛃄𛁍。,げんざいのよさんでは、ぷろじぇくとをけいぞくするのにふじゅうぶんなりそーすがあります。,げんざいのよさには、ふろじぇくをけいぞくするのにふしゅうぶんなりそすがなります。,0.8837209302325582
32,encode,ft,げんざいのよさんでは、ぷろじぇくとをけいぞくするのにふじゅうぶんなりそーすがあります。,げんざいのよさんでは、ぷろじぇくとをけいぞくするのにふじゅうぶんなりそーすがあります。,𛀵゙𛄞𛁄゙𛀉𛂜𛃬𛀋𛁅𛄝𛁲゙𛂤、𛂰゚𛄇𛁆゙ぇ𛀭𛁸𛄖𛀳𛀈𛁗゙𛀱𛁎𛃽𛂍𛂲𛁆゙ゅ𛀌𛂱゙𛄞,0.45348837209302323
33,decode,ft,𛂡𛀉𛀳𛀈、[𛀸𛀦ゃ𛀭𛂚𛂃𛃄𛀑] 𛀼𛃄,はいけい、[こきゃくのなまえ] さま,はいけい、[こきゃくのなまえ] さめ,0.9444444444444444
33,encode,ft,はいけい、[こきゃくのなまえ] さま,はいけい、[こきゃくのなまえ] さま,𛂥𛀇𛀢𛀉、[𛀹𛀨ゃ𛀬𛂝𛂄𛃅𛀒] 𛁃𛃖𛀼゙。,0.6611111111111111
34,decode,ft,『Fortnite』𛂛𛀔𛃗𛂆𛁺𛀰𛁣ょ𛀍𛂟𛁾𛄞𛁵゙𛁑𛀞？,『Fortnite』のおもなとくちょうはなんですか？,『Fortnite』のおもなとちょうはなれませんか？,0.8846153846153846
34,encode,ft,『Fortnite』のおもなとくちょうはなんですか？,『Fortnite』のおもなとくちょうはなんですか？,𛂱𛁽𛀊𛁷゙𛀋𛂝𛃜𛄞𛁺𛀫𛁢ょ𛀌𛂡𛂄𛀈𛀟𛁽𛁿𛀆𛁵゙𛀅𛃼𛀠？,0.4061538461538462
35,decode,ft,𛂵゙𛃲ー𛂙𛀭𛁡゙𛃘𛂙：𛀉𛁥𛀸゙,べりーのくだもの：いちご,びりのくだものはいちご。,0.75
35,encode,ft,べりーのくだもの：いちご,べりーのくだもの：いちご,𛂲゙𛃵ー𛂝𛀢𛁭゙𛄞𛂜：𛀇𛁣𛀫゙,0.4375
36,decode,ft,𛀠𛁾𛁟゙𛁰゙𛁈𛃨𛀊𛀿𛃾𛁶𛀉𛃼𛁭𛀎𛀚𛂦𛀝𛂅𛁡゙𛁺゙𛃼（CAD）𛁴゙𛁎。,かなだでしようされているつうかはかなだどる（CAD）です。,かんだでしつようされているとくかはかんだどる（CAD）である。,0.8275862068965517
36,encode,ft,かなだでしようされているつうかはかなだどる（CAD）です。,かなだでしようされているつうかはかなだどる（CAD）です。,𛀻𛄞𛁡゙𛁲𛁄𛃪𛀌𛁂𛃾𛁰𛀆𛃸𛁫𛀍𛀟𛂧𛀹𛀎𛁠゙𛁽゙𛃺（CAD）𛁶゙𛁐。,0.6539833531510106
37,decode,ft,𛁭𛃘𛁟゙𛁧𛀚𛄞𛁯゙𛂠゙ー𛁣ゃ𛃹𛂦𛄝𛀬゙𛀂𛀍𛁽𛁖っ𛁇ょ𛄞𛂙𛂰゚𛃮𛄞𛄜𛀸𛀹𛂋𛂎𛀇𛀩ょ𛀊𛁈𛃅𛁌：,ともだちかんでばーちゃるはんぐあうとせっしょんのぷらんをここにていきょうします：,まただちかんではばっちゃるはんぐあうとせっしょうのふらんをここのにていきょうします。,0.875
37,encode,ft,ともだちかんでばーちゃるはんぐあうとせっしょんのぷらんをここにていきょうします：,ともだちかんでばーちゃるはんぐあうとせっしょんのぷらんをここにていきょうします：,𛁽𛄝𛁡゙𛁤𛀟𛄞𛂎゙𛂦゚𛃰ゃ𛁣ゃ𛃷𛂠𛄝𛀭゙𛀅𛀍𛁺𛁕っ𛁉ょ𛄝𛂜𛂲゚𛄁𛄞𛄘𛀹𛀌𛂋𛀆𛁳�,0.37785714285714284
38,decode,ft,𛃋𛁓𛂈𛂞𛁟𛁎𛀎𛂝𛂋𛄞𛀘゙𛀉𛃆𛁉𛁡。,みせにはたすうのにんがいました。,みせにはたすうのにんがいまれた。,0.9375
38,encode,ft,みせにはたすうのにんがいました。,みせにはたすうのにんがいました。,𛃈𛁓𛂍𛂦𛁡𛁎𛀌𛂇𛂥𛄞𛀙゙𛀄𛃺𛀻。,0.48750000000000004
39,decode,ft,𛄊𛁡𛁇𛂟𛂭𛃂𛂄𛁉゙𛀜𛄞𛂇𛀏𛀇𛀡゙𛀅𛃏𛃽𛂛𛀠゙𛁊𛀥𛁵゙𛁑。,わたしはひまなじかんにえいがをみるのがすきです。,わたしはひまなじかんにえいかがあみるのがすきでした。,0.9166666666666666
39,encode,ft,わたしはひまなじかんにえいがをみるのがすきです。,わたしはひまなじかんにえいがをみるのがすきです。,𛀺𛄞𛁟゙𛂦𛂩𛃆𛂅𛁉゙𛀝𛄞𛂊𛀒𛀈𛀘゙𛄚𛃏𛂜𛀸゙𛀢゙𛁑𛀥𛁯゙𛀄𛃼。,0.6649999999999999
